trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
482,False,"{'a': 0.1, 'e': 0.00787342683360601}",30,0,45.95531029363621,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.1, 'e': 0.0077946925652699495}",20,11,15.627871571355154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.1, 'e': 0.00771674563961725}",20,15,9.426219498558458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.1, 'e': 0.007639578183221077}",20,12,12.922660756905957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.1, 'e': 0.0075631824013888665}",20,14,12.550652694927514,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.1, 'e': 0.007487550577374978}",30,6,40.71149446236915,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.1, 'e': 0.007412675071601228}",35,23,23.80833592702925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.1, 'e': 0.007338548320885215}",20,3,30.799821502425615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.1, 'e': 0.0072651628376763635}",20,13,16.818099801328508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.1, 'e': 0.0071925112092996}",30,21,15.685006072413856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.1, 'e': 0.007120586097206604}",25,14,18.406247194249985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.1, 'e': 0.007049380236234538}",25,10,23.222761223338782,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.1, 'e': 0.006978886433872193}",20,13,11.984698882352765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.1, 'e': 0.006909097569533471}",20,16,7.063027702633973,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.1, 'e': 0.006840006593838137}",25,13,18.683515245237345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.1, 'e': 0.0067716065278997555}",30,17,28.96393606953387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.1, 'e': 0.006703890462620758}",25,12,25.047449367687985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.1, 'e': 0.006636851557994551}",30,14,33.864208595611544,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.1, 'e': 0.006570483042414605}",20,14,9.271161220060993,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.1, 'e': 0.006504778211990459}",25,13,21.474715644420783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.1, 'e': 0.006439730429870554}",20,11,15.648437209291286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.1, 'e': 0.0063753331255718484}",25,13,21.815648850239384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.1, 'e': 0.00631157979431613}",20,8,23.700886345443894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.1, 'e': 0.006248463996372969}",20,8,8.901097318561675,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.1, 'e': 0.006185979356409239}",20,10,21.064083512903473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.1, 'e': 0.006124119562845147}",20,8,20.942812824455874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.1, 'e': 0.006062878367216695}",20,9,19.808752213707617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.1, 'e': 0.006002249583544528}",25,14,19.190174525746738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.1, 'e': 0.005942227087709083}",20,14,8.320300819909837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.1, 'e': 0.005882804816831992}",20,3,25.440100287839062,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.1, 'e': 0.005823976768663672}",20,7,19.58409739581243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.1, 'e': 0.005765737000977035}",30,18,20.41172424568355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.1, 'e': 0.005708079630967265}",35,20,32.35421542015546,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.1, 'e': 0.005650998834657592}",25,12,25.04755192202385,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.1, 'e': 0.005594488846311016}",25,14,22.473284442677215,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.1, 'e': 0.005538543957847906}",20,10,16.87240460827479,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.1, 'e': 0.005483158518269427}",20,14,11.248370185538427,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.1, 'e': 0.005428326933086733}",30,17,28.159074359575083,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.1, 'e': 0.005374043663755866}",25,7,24.992679088070833,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.1, 'e': 0.005320303227118307}",20,8,30.066678493957024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.1, 'e': 0.005267100194847124}",20,8,21.524783142154693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.1, 'e': 0.005214429192898652}",20,6,27.307293577965087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.1, 'e': 0.005162284900969666}",20,13,13.098737889728012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.1, 'e': 0.005110662051959969}",20,9,17.051037120989236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.1, 'e': 0.005059555431440369}",20,9,19.36744725642468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.1, 'e': 0.005008959877125965}",20,16,5.820115376547478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.1, 'e': 0.004958870278354705}",25,10,24.43668201768959,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,1,36.20559831523863,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,10,17.543506702869813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,12,25.932048620534296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,6,23.912062559850412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,18,12.711456462550817,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,11,16.03993118358611,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,12,13.859362329503876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,11,26.219824910912912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,19,12.039401557100254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,8,27.530296312732634,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",30,15,30.707108175041657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,16,6.112107055680948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",25,16,18.15913452764526,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,10,16.477986952180864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,16,10.93011660658905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,11,22.878589507510412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,15,19.939856208791173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",30,3,46.58723803981202,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,9,22.1092573111349,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,13,22.530716091817393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",20,11,15.100060410930567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",20,13,13.47940845306679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",20,6,28.006969809111467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",20,11,17.013706514544275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
